lockitver|DO NOT DELETE THIS LINE! 2896
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window|Eh bien, dans ce cas, permettez-moi de vous dire ceci… Ces durs propos m'ont ouvert les yeux. Je m'accorde à penser qu'il ne serait pas opportun d'épouser une personne comme vous. Au revoir, madame.
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window.1|C'est votre droit, madame. Si vous veniez à changer d'avis, sachez que j'en serais ravi.
dlga_start:lord_start.4|Madame, vous revoir me remplit de joie...
dlga_start:lord_start.5|Madame, je suis toujours votre humble serviteur.
dlga_start:lord_start.6|Si ça n'est pas mon brave champion, {playername}...
dlga_start:lord_start.7|C'est bon de vous revoir {playername}...
dlga_start:lord_start.8|Nous nous reverrons, {playername}...
dlga_start:lord_meet_neutral|Je vous connais ?
dlga_lord_meet_neutral:lord_intro|Je suis {playername}.
dlga_lord_meet_neutral:lord_intro.1|Je m'appelle {playername}. À votre service.
dlga_lord_intro:lord_start|{s11}
dlga_start:lord_meet_enemy|{s43}
dlga_lord_meet_enemy:lord_intro|Je suis {playername}, {s65}.
dlga_lord_meet_enemy:lord_intro.1|On me connait sous le nom de {playername}. Retenez-le, vous serez amené à l'entendre à de nombreuses reprises. 
dlga_start:lord_start.9|{s8}
dlga_lord_start:lord_start|{s42}
dlga_lord_start:lord_generic_mission_completed|Votre chirurgien a réussi à convaincre mon ami et a l'opérer. Le sort est entre les mains de Dieu à présent et nous ne pouvons que prier pour son rétablissement. Quoiqu'il en soit, je vous suis reconnaissant de m'avoir accordé l'aide de votre chirurgien {monsieur/madame}. Vous faites preuve de noblesse d'esprit. Je ne l'oublierai jamais. 
dlga_lord_start:wedding_ceremony_bride_vow|Puissent les cieux être témoins de ma volonté de vous offrir mon {s11} {s4} pour votre mariage...
dlga_lord_wedding_reschedule:lord_return_dower|Je doute que ce mariage puisse être célébré. Rendez-moi mon douaire.
dlga_lord_return_dower:close_window|Eh bien, c'est votre droit, si vous n'accordez aucune confiance aux engagements de notre famille. Prenez votre argent.
dlga_lord_start:lord_generic_mission_completed.1|Ah Ah ! Notre petit complot contre {s3} a fonctionné à merveille, {playername}. Cet imbécile a perdu l'un de ses plus importants servants et il sera très bientôt à notre merci. Tenez, cette bourse contient {reg5} deniers et je souhaite que vous la preniez. Vous méritez chaque piécette. Et, dois-je vous rappeler qu'il pourrait y en avoir bien plus à la clef si vous en prenez la décision.
dlga_lord_start:close_window|Vous n'avez pas été capable d'accomplir une tâche simple. J'avais tout préparé. Vous deviez simplement sacrifier un messager et nous serions en train de festoyer ce moment. Mais non ! Votre satané honneur vous en a empêché, n'est-ce pas ? 
dlga_lord_start:quest_meet_spy_in_enemy_town_completed|M'apportez-vous des nouvelles concernant la tâche que je vous ai confiée ? Vous voyez à laquelle je fais référence...
dlga_quest_meet_spy_in_enemy_town_completed:quest_meet_spy_in_enemy_town_completed_2|J'ai sur moi les rapports que vous vouliez.
dlga_quest_meet_spy_in_enemy_town_completed_2:lord_pretalk|Ah, parfait ! Qu'il est bon d'être entouré {d'hommes/de gens} compétents. Voici le paiement que je vous ai promis.
dlga_lord_start:lord_collect_debt_completed|Il m'a été rapporté que vous aviez fait la collecte de l'argent dont {s7} m'était redevable. Très bien ! N'en parlons plus, je l'ai récupéré. Je crois vous avoir fait la promesse de vous donner le quart de la somme totale, hein ? Bien, ça vous fait {reg3} deniers, ainsi si vous me donnez ma part, soit {reg4} deniers, vous pouvez garder le reste.
dlga_lord_collect_debt_completed:lord_collect_debt_pay|Bien sûr, {s65}. {reg4} deniers, tout est là.
dlga_lord_collect_debt_pay:lord_pretalk|Je dois avouer que vous m'impressionnez, {playername}. J'avais perdu tout espoir de récupérer cet argent. Je vous prie d'accepter mes sincères remerciements.  
dlga_lord_collect_debt_completed:lord_collect_debt_no_pay|Je crains ne pas avoir l'argent sur moi, messire. 
dlga_lord_collect_debt_no_pay:close_window|Est-ce une plaisanterie ? Je sais pertinemment que {s7} vous a donné l'argent et j'exige chaque denier qui m'est dû, {monsieur/madame}. Pour ma part, vous me serez personnellement redevable tant que je n'aurai pas vu cet argent.
dlga_lord_start:close_window.1|J'ai entendu dire que le marchand véreux qui m'avait causé tant de tracas n'est plus. Je vois que vous n'avez pas peur de vous salir les mains, hein ? J'aime ça chez {un homme/une femme}. Voici votre récompense. Souvenez-vous, {playername}, restez avec moi et nous ferons un long, très long chemin ensemble.  
dlga_lord_start:close_window.2|Oh, c'est vous. Éclairez-moi, comment quelqu'un peut-il précisément perdre un simple combat contre un marchand véreux et de rang inférieur ? Sincèrement, si un jour j'ai besoin que mes gardes apprennent à s'étendre sur le sol et à mourir au combat, vous pouvez être sûr que je ferai appel à vous. Laissez-moi à présent, {playername}, j'ai à faire. 
dlga_lord_start:lord_kill_local_merchant_let_go|Vous ! Avez-vous de la sciure dans les oreilles ? Pensiez-vous que lorsque que je vous ai demandé de tuer le marchand, je sous-entendais que vous deviez avoir une agréable conversation avec lui et ensuite le laisser partir ? Quelle force vous a possédé ? 
dlga_lord_kill_local_merchant_let_go:lord_kill_local_merchant_let_go_2|Messire, j'ai fait en sorte qu'il n'agisse pas contre vous.
dlga_lord_kill_local_merchant_let_go_2:lord_pretalk|Balivernes ! Vous deviez l'éliminer, et non le sermonner et le laisser partir. J'espère pour vous qu'il suivra vos injonctions ou vous le regretterez tous les deux. Tenez, c'est la moitié de l'argent que je vous avais promis. Ne dites pas un mot, {playername}, estimez-vous heureux de recevoir ceci. Je n'ai aucune utilité pour les {hommes/gens} qui ne respectent pas les ordres. 
dlga_lord_start:lord_follow_spy_completed|Beau travail, {playername} ! Vous avez capturez à la fois l'espion et son commanditaire, comme je l'espérais. Les deux sont à présent bien cachés dans mon donjon, attendant de se faire questionner. Mes tortionnaires vont être occupés cette nuit ! Quoiqu'il en soit, je suis content de votre réussite, {playername} et je vous donne cette bourse en signe de ma gratitude.
dlga_lord_start:lord_follow_spy_half_completed|Allez au diable ! Je voulais DEUX prisonniers, {playername}, ce que vous m'avez amené a très peu d 'intérêt ! Je sais tout ce que l'espion sait déjà, c'était le commanditaire que je voulais. Tenez, un travail à moitié fait équivaut une moitié de la récompense. Prenez-la et partez.
dlga_lord_start:lord_follow_spy_half_completed.1|Je vous ai demandé deux prisonniers {playername}, pas un. Deux. Toutefois, je suppose que vous avez quand même capturé le commanditaire de l'espion, le plus important des deux. L'espion n'osera plus revenir ici et s'avèrera pour le moins inutile quelque soit le maître qu'il ait servi. C'est mieux que rien. Cependant, vous comprendrez que je ne vous paie que la moitié de la récompense promise car vous avez fait la moitié du travail.
dlga_lord_start:lord_follow_spy_failed|Sincèrement, {playername}, vous n'êtes rien d'autre qu'un incompétent. En n'arrivant pas à capturer ni l'espion NI son commanditaire, vous repoussez les limites de l'échec de manière sidérante. Oubliez toute récompense que je vous aurais promise. Vous ne le méritez pas.
dlga_lord_follow_spy_half_completed:lord_pretalk|J'ai fait de mon mieux, {s65}.
dlga_lord_follow_spy_completed:lord_pretalk|Merci, {s65}.
dlga_lord_follow_spy_failed:lord_pretalk|Hrm... Comme vous voulez, {s65}.
dlga_lord_start:lord_generic_mission_completed.2|Beau travail, {playername}. Tous les serfs sont de retour, bien dociles, et prêts pour les moissons. Vous avez bien mérité votre récompense. Tenez, c'est pour vous, avec mes compliments.
dlga_lord_start:lord_bring_back_runaway_serfs_failed|{playername}. J'ai attendu patiemment mes serfs, mais aucun n'est revenu. Pouvez-vous m'expliquer pourquoi ? Est-ce que vous vous êtes laissé berner par une bande d'ouvriers agricoles ou êtes-vous simplement incompétent ? Ou peut-être complotez-vous avec mes ennemis, dans l'optique de me ruiner...
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1a|Pardonnez-moi, {s65}, ces serfs étaient vifs comme des anguilles.
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1b|Peut-être que si vous les aviez mieux traiter...
dlga_lord_bring_back_runaway_serfs_failed_1a:lord_pretalk|Hmph... ça n'est guère une excuse pour avoir échoué, {playername}. Maintenant si vous voulez bien m'excuser, je dois recruter de nouveaux hommes pour travailler dans les champs avant que nous mourions tous de faim.
dlga_lord_bring_back_runaway_serfs_failed_1b:close_window|Ah ah ! Vous révélez enfin votre vrai visage, traitre ! Vos paroles sont manifestement à la hauteur de vos actes. Je n'aurai jamais dû vous faire confiance.
dlga_lord_start:lord_runaway_serf_half_completed|Vous me décevez, {playername}. Je vous avais chargé de me ramener les 3 groupes de serfs. 3. Pas {reg17}. Je suppose que ceux qui seront effectivement de retour devront travailler deux fois plus durement pour compenser l'absence de ceux qui se sont échappés. Quant à votre récompense, {playername}, je ne vous paierai que les serfs qui m'ont été amenés, et non ceux que vous avez laissé fuir. Tenez, prenez ça, qu'on en finisse avec cette histoire.  
dlga_lord_runaway_serf_half_completed:lord_pretalk|Merci, {s65}. Vous êtes vraiment généreux.
dlga_lord_runaway_serf_half_completed:lord_pretalk.1|Bah, tout ce que j'en retiens c'est que j'ai perdu mon temps.
dlga_lord_start:lord_deal_with_bandits_completed|{playername}, il m'a été rapporté que vous aviez écraser les bandits dans mon village de {s5}. Sachez que je vous en suis très reconnaissant. Permettez-moi de participer aux frais de votre campagne. Tenez, j'espère que ces {reg14} deniers vous conviendront.
dlga_lord_deal_with_bandits_completed:lord_pretalk|Pas de problème, {s65}.
dlga_lord_deal_with_bandits_completed:lord_pretalk.1|Content de vous être utile.
dlga_lord_deal_with_bandits_completed:lord_pretalk.2|C'était un jeu d'enfant.
dlga_lord_start:lord_deliver_cattle_to_army_thank|Ah ! {playername}. Mon intendant m'a informé que vous m'aviez apporter les {reg13} têtes de bétail, comme je vous l'avais demandé. Je suis impressionné. 
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk|Pas de problème, {s65}.
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk.1|Content de vous être utile.
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk.2|Un jeu d'enfant.
dlga_lord_start:lord_scout_waypoints_thank|Vous faites un bon éclaireur, {playername}. Mon commissionnaire vient juste de m'apporter vos rapports sur la mission de {s13}, {s14} et {s15}. Félicitations.
dlga_lord_scout_waypoints_thank:lord_pretalk|Une tâche simple, {s65}.
dlga_lord_scout_waypoints_thank:lord_pretalk.1|Rien que je ne puisse entreprendre.
dlga_lord_scout_waypoints_thank:lord_pretalk.2|Avec plaisir, messire.
dlga_lord_start:lord_mission_told_deliver_cattle_to_army|Les provisions de l'armée s'amenuisent trop rapidement, {playername}. J'ai besoin que vous m'apportiez {reg3} têtes de bétail pour que je puisse approvisionner les troupes. Leur provenance a très peu d'importance, contentez-vous de me les amener dès que vous le pourrez.
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_accepted|Très bien. Je peux vous trouver du bétail.
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_rejected|Désolé, messire, j'ai d'autres plans.
dlga_lord_mission_told_deliver_cattle_to_army_accepted:close_window|Excellent ! Vous savez ce que vous avez à faire, {playername}, allez-y à présent. J'ai besoin de ce bétail au plus vite.
dlga_lord_mission_told_deliver_cattle_to_army_rejected:close_window|C'est...regrettable, {playername}. Je vais devoir trouver quelqu'un d'autre qui soit à la hauteur de cette tâche. Je vous prie de partir à présent, J'ai du travail qui m'attend. 
dlga_lord_start:lord_report_to_army_asked|Ah ! Vous voilà enfin, {playername}. Nous vous attendions. J'espère que vous avez amené des troupes suffisamment nombreuses et expérimentées avec vous.
dlga_lord_report_to_army_asked:lord_report_to_army_completed|J'ai une compagnie de soldats compétents et endurcis avec moi. Nous sommes prêts à vous rejoindre.
dlga_lord_report_to_army_asked:lord_report_to_army_continue|Je n'ai pas encore assez de soldats. J'aurai besoin d'un peu plus de temps.
dlga_lord_report_to_army_continue:close_window|Alors vous feriez mieux de vous dépêcher. Nous allons bientôt affronter l'ennemi et j'ai besoin que tous les hommes aptes au combat se mobilisent à l'appel. 
dlga_lord_start:lord_mission_told_scout_waypoints|{playername}, J'ai besoin d'un volontaire pour partir en reconnaissance dans la zone. Nous manquons fortement d'information et je dois simplement avoir une meilleure description de la situation avant que nous puissions agir. Je veux que vous vous rendiez à {s13}, {s14} et {s15} et que vous me fassiez un rapport sur tout ce que vous pourrez y trouver.  
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_accepted|Vous avez trouvé votre volontaire, messire.
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_rejected|Je crains de devoir refuser. 
dlga_lord_mission_told_scout_waypoints_accepted:close_window|Brave {homme/jeune fille} ! Passez simplement à côté de {s13}, {s14} et {s15} et renseignez-vous sur ce qu'il s'y passe. Prenez note de tout ce que y trouverez et revenez-me voir dès que possible.
dlga_lord_mission_told_scout_waypoints_rejected:lord_pretalk|Hmm... Je suis déçu, {playername}. Très déçu. Nous en parlerons plus tard, je dois partir à la recherche d'un éclaireur. 
dlga_lord_generic_mission_thank:lord_generic_mission_completed|Vous m'avez été très utile, {playername}. Mes remerciements.
dlga_lord_generic_mission_completed:lord_pretalk|Ce fut un honneur de vous servir.
dlga_lord_start:lord_pay_debt_2|Je pense que vous m'êtes redevable de {reg1} deniers, {playername}. Avez-vous l'intention de régler votre dette bientôt ?
dlga_lord_pay_debt_2:lord_pay_debt_3_1|C'est la raison pour laquelle je suis ici, {s65}. Tenez, voici chaque denier que je vous dois.
dlga_lord_pay_debt_2:lord_pay_debt_3_2|Malheureusement, je n'ai pas assez d'argent, {s65}. Mais je vous paierai dans peu de temps. 
dlga_lord_pay_debt_3_1:lord_pretalk|Ah, excellent ! Votre noblesse vous honore, {playername}. Je suis satisfait. La dette que vous aviez envers moi est effacée.
dlga_lord_pay_debt_3_2:lord_pretalk|Bien, ne me faites pas attendre plus longtemps.
dlga_lord_start:lord_start.1|À propos, j'espère que vous aurez la possibilité de rencontrer {ma/mon} {s11}, {s14}. 
dlga_lord_start:lord_start.2|À propos, je suis sûr que ma {s11}, {s14} accepterait volontiers que vous lui rendiez visite. Elle vous attend dans ses appartements.
dlga_lord_start:lord_buy_prisoner|J'ai entendu dire que vous aviez capturé notre ennemi {s3} et qu'il est avec vous à l'heure qu'il est. Je peux vous en donner {reg6} deniers si vous voulez vous débarrasser de lui. Vous pouvez bien entendu attendre que sa famille paye une rançon, mais difficile de dire combien de temps cela va prendre, pas vrai ? 
dlga_lord_buy_prisoner:lord_buy_prisoner_accept|J'accepte votre offre. Je vous laisse {s3} pour {reg6} deniers.
dlga_lord_buy_prisoner:lord_buy_prisoner_deny|Je crains de ne pouvoir accepter votre offre.
dlga_lord_buy_prisoner_accept:lord_pretalk|Excellent ! Voici vos {reg6} deniers. J'enverrai quelques hommes pour qu'ils le ramènent au plus vite dans notre prison. 
dlga_lord_buy_prisoner_deny:lord_pretalk|Mmm... Comme vous voulez, {playername}, mais on ne vous fera pas de meilleure offre. C'est moi qui vous le dit. 
dlga_lord_start:lord_talk|Quels sont vos ordres ?
dlga_lord_start:lord_talk.1|Je vous souhaite la bienvenue dans mes appartements. Et maintenant, qu'y a-t-il ?
dlga_lord_start:lord_talk.2|Levons un {s5} à la santé de notre hôte, {s4}. Et maintenant, qu'y a-t-il ?
dlga_lord_talk:offer_gift_quest_complete|J'ai le nécessaire pour le cadeau de {s4}.
dlga_lord_talk:intrigue_quest_state_complaint|Mon seigneur, j'aimerais vous révéler quelque chose au sujet d'un de vos vassaux.
dlga_intrigue_quest_state_complaint:intrigue_quest_state_complaint_plyr|Qu'y a-t-il ? Votre opinion m'importe beaucoup, mais j'espère que vous n'essayez pas de semer la dissension parmi mes vassaux ? 
dlga_intrigue_quest_state_complaint_plyr:lord_intrigue_quest_complaint_stated|Mon suzerain… {s4} est perçu par vos vassaux comme {s5} et un boulet pour votre royaume.
dlga_intrigue_quest_state_complaint_plyr:lord_pretalk|En fait, mon suzerain, peu importe.
dlga_intrigue_quest_state_accept_blame:lord_pretalk|En effet. Vous pouvez soutenir de tels propos, mais gardez-les pour vous. Je ne vous laisserai pas entacher la réputation de mon fidèle partisan {s4}.
dlga_intrigue_quest_state_deflect_blame:lord_pretalk|C'est ce que je me disais. J'ai un petit conseil à vous, {jeune homme/jeune fille}... Ne vous mêlez pas des querelles des autres. Et maintenant, ça suffit.
dlga_lord_talk:lord_denounce_1|J'aimerais vous dire quelque chose… Nous en avons assez de la manière d'agir de {s4}.
dlga_lord_denounce_1:lord_denounce_2|Excusez-moi... Qu'avez-vous dit ?
dlga_lord_denounce_2:lord_denounce_3|Vous m'avez très bien entendu. Vous {s4}.
dlga_lord_denounce_3:close_window|Pourquoi dites-vous une chose pareille ? M'insulter de la sorte alors que nous sommes amis… Un coup de poignard porté dans le dos par un ancien ami est pire que la lame d'un ennemi. Je ne sais pas à quoi vous jouez, mais cela sera sans moi. Allez-vous-en. Je ne veux pas vous voir.
dlga_lord_denounce_3:close_window.1|Hmf. Vraiment ? C'est votre opinion ou celle dont vous a convaincu l'un de mes rivaux ? Peu importe, je n'entrerai pas dans votre jeu. Allez-vous-en et emportez vos intrigues avec vous.
dlga_lord_talk:lord_respond_to_insult|{s9}
dlga_lord_pretalk:party_encounter_lord_hostile_attacker_2|Assez parlé… Cédez ou combattez !
dlga_lord_pretalk:lord_talk|Autre chose ?
dlga_hero_pretalk:lord_talk|Autre chose ?
dlga_lord_talk:lord_quarrel_intervention_1|J'aimerais intervenir dans la querelle qui vous oppose à {s11}.
dlga_lord_talk:lord_recruit_1_relation|Arrêtez ! J'aimerais vous dire quelque chose en privé.
dlga_lord_talk:lord_bandit_information|Je traque un groupe de bandits répondant à la description suivante... Vous les avez vus ?
dlga_lord_bandit_information:lord_pretalk|{s15}
dlga_lord_talk:lord_internal_politics_cur_stance|Selon vous, qui devrait être nommé maréchal de notre royaume ?
dlga_lord_talk:lord_internal_politics_cur_stance.1|Selon vous, qui devrait recevoir le fief de {s4} ?
dlga_lord_talk:lord_recruit_1_relation.1|Il est un sujet dont j'aimerais m'entretenir en privé.
dlga_lord_talk:lord_recruit_1_relation.2|Il est un sujet dont j'aimerais m'entretenir en privé.
dlga_lord_talk:lord_talk|TRICHE – Réinitialiser la prise de décision et l'impatience du seigneur
dlga_lord_respond_to_insult:lord_pretalk|Hah ! Vous avez la langue bien pendue. Un jour, je vous la retirerai peut-être pour pouvoir l'admirer sous toutes ses coutures, mais aujourd'hui, je salue votre esprit et votre courage.
dlga_lord_respond_to_insult:lord_pretalk.1|Je ne voulais pas vous offenser, madame.
dlga_lord_respond_to_insult:lord_respond_to_insult_challenge_battle|Vous essayez de me provoquer ? Eh bien, je tiens à vous dire que je ne suis pas dans l'obligation de me battre en duel contre des femmes, des roturiers, des rebelles ou des brigands. Mais je pourrais ordonner à mes hommes de vous attraper et de vous fouetter. Qu'en dites-vous ?
dlga_lord_respond_to_insult:lord_respond_to_insult_challenge_duel|Vous essayez de me provoquer ? Eh bien, je tiens à vous dire que je ne suis pas dans l'obligation de me battre en duel contre des femmes, des roturiers, des rebelles ou des brigands. Mais, vous concernant, je serais ravi de faire une exception. Que diriez-vous d'une petite leçon de déférences envers vos supérieurs, {pauvre minable/jeune fille} ?
dlga_lord_respond_to_insult:close_window|Vous essayez de me provoquer ? Eh bien, je tiens à vous dire que je ne suis pas dans l'obligation de me battre en duel contre des femmes, des roturiers, des rebelles ou des brigands. Vous avez de la chance que je sois de bonne humeur, car j'aurais tout à fait le droit d'ordonner à mes hommes de vous attraper et de vous fouetter. Maintenant, allez-vous-en… Vous me fatiguez.
dlga_lord_respond_to_insult_challenge_battle:lord_respond_to_insult_challenge_battle_confirm|Qu'ils essaient un peu !
dlga_lord_respond_to_insult_challenge_battle:close_window|Cela ne vaut pas la moindre effusion de sang.
dlga_lord_respond_to_insult_challenge_battle_confirm:close_window|Trêve d'insolence ! À vous de jouer, les gars !
dlga_lord_respond_to_insult_challenge_duel:lord_respond_to_insult_challenge_duel_confirm|Je suis prêt à vous donner une leçon.
dlga_lord_respond_to_insult_challenge_duel:close_window|Cela ne vaut pas la moindre effusion de sang.
dlga_lord_respond_to_insult_challenge_duel_confirm:close_window|Qu'il en soit ainsi. Défendez-vous !
dlga_lord_quarrel_intervention_1:lord_quarrel_intervention_2|{s14}
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3a|Ah, bien ! Il semble que vous soyez dans votre bon droit, alors.
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3b|Quel que soit le différend qui vous oppose, j'exige que vous vous en occupiez.
dlga_lord_quarrel_intervention_2:lord_pretalk|À la réflexion, je ne veux rien avoir à faire avec cela.
dlga_lord_quarrel_intervention_3a:lord_pretalk|Je suis ravi que vous le pensiez aussi.
dlga_lord_quarrel_intervention_3b:lord_quarrel_intervention_4|Au nom de notre amitié, je m'en remets à votre jugement. Je vais essayer d'apaiser la situation avec {s11}.
dlga_lord_quarrel_intervention_3b:lord_pretalk|Je ne me réconcilierai pas avec {s11}. Je connais mes droits.
dlga_lord_quarrel_intervention_4:lord_pretalk|Faisons comme si notre querelle n'avait jamais eu lieu.
dlga_lord_quarrel_intervention_4:lord_pretalk.1|Je suppose que vous devriez parler à {s11} et voir s'il est prêt à en faire de même.
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response|Je ne suis pas en mesure de décider pour le moment.
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response.1|Je soutiens {s15}. {s10}
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_choose_candidate|Permettez-moi de vous dire qui je soutiens...
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_cur_stance_plyr_response|TRICHE – Réinitialiser le soutien
dlga_lord_internal_politics_plyr_choose_candidate:lord_internal_politics_plyr_choose_candidate_select|Qui soutenez-vous ?
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk|J'aimerais présenter ma candidature pour cet honneur
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.1|Je soutiens mon époux, {s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_acknowledge|Je vous soutiens, {s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_same_acknowledge|Je soutiendrai votre choix, {s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_pretalk|Peu importe
dlga_lord_internal_politics_support_acknowledge:lord_pretalk|C'est très gentil de votre part, mais je ne cherche pas les honneurs et décline donc votre soutien.
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.1|Je ne vous fais pas confiance et je n'ai pas besoin de votre soutien.
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.2|C'est très gentil à vous.
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk|Vous pouvez le lui dire vous-même. Je ne vous fais pas confiance et je ne veux pas participer à votre petit jeu.
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.1|Compte tenu de vos relations avec {s4}, je doute qu'il réserve un bon accueil à votre soutien.
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.2|J'en parlerai à {s4}. Il vous sera certainement reconnaissant pour votre soutien.
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.2|Je soutiens {s4}
dlga_lord_internal_politics_pretalk:lord_internal_politics_cur_stance_plyr_response|Ah ! Très intéressant.
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_request_support|Puis-je vous convaincre de me soutenir, moi ?
dlga_lord_internal_politics_cur_stance_plyr_response:lord_pretalk|Quoi qu'il en soit, assez de politique pour le moment.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk|Vous avez fait l'objet de trop de controverse pour être un candidat viable. Je vous conseille d'attendre un peu avant de chercher de nouveaux honneurs.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.1|Excusez-moi, mais je ne veux pas entacher mes relations avec {s4}
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.2|Vous avez déjà été bien récompensé avec des fiefs correspondant à vos exploits, je dirais.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.3|Je pense qu'il vous faudrait faire davantage vos preuves pour être éligible à ce poste.
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.5|Je vous soutiendrais avec plaisir. 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.6|
dlga_lord_recruit_1_relation:lord_pretalk|J'en ai assez de parler de politique. Peut-être plus tard.
dlga_lord_recruit_1_relation:lord_pretalk.1|{s12}
dlga_lord_recruit_1_relation:lord_recruit_pretender|Vous avez relevé le standard de la rébellion au nom de {s16}. Vous êtes là pour plaider sa cause ?
dlga_lord_recruit_pretender:lord_recruit_3_dilemma_1|En effet.
dlga_lord_recruit_pretender:lord_recruit_1_relation|Non, pas du tout. Je suis ici pour discuter d'autre chose.
dlga_lord_recruit_1_relation:lord_pretalk.2|{s12}
dlga_lord_recruit_1_relation:lord_recruit_2|{s12}
dlga_lord_recruit_2:lord_recruit_2_philosophy|Que pensez-vous, en termes généraux, des rois, des seigneurs et de la politique ?
dlga_lord_recruit_2:lord_spouse_leave_faction|Cher époux, je pense qu'il serait bon que vous reconsidériez votre allégeance envers {s11}
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2|{s9} a toujours été un bon suzerain envers moi, mais je veux bien vous écouter. Que nous suggérez-vous ?
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.1|Je ne vois aucune raison particulière d'abandonner {s9}, mais je tiendrai compte de votre conseil. Que nous suggérez-vous ?
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.2|Oui… En tant que suzerain, {s9} déçoit beaucoup. Que nous suggérez-vous ?
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_husband_king|Je pense que vous devriez être roi, cher époux !
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_proclaim_queen|Je suis la reine légitime de Calradia.
dlga_lord_spouse_leave_faction_2:lord_pretalk|Peu importe.
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk|Un jour, peut-être, chère épouse… Mais avant que j'accède au trône, j'aimerais qu'un d'entre nous contrôle une forteresse pour faire office de cour avant que nous nous déclarions publiquement.
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk|Sans vouloir contester votre revendication, chère épouse, j'aimerais qu'un d'entre nous contrôle une forteresse pour faire office de cour avant que nous nous déclarions publiquement.
dlga_lord_spouse_leave_faction_proclaim_queen:lord_spouse_leave_faction_proclaim_queen_confirm|{s11}
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk.1|{s11}
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:close_window|Je suis prête, cher époux. Allons revendiquer notre trône.
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:lord_pretalk|Peut-être ne suis-je pas encore prête.
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk.1|Peut-être aurais-je besoin de tout votre soutien pour accéder à cette revendication. Il faudrait que vous matiez la rébellion de {s4} avant de passer à autre chose.
dlga_lord_spouse_leave_faction_husband_king:lord_spouse_leave_faction_husband_king_2|La plupart des grandes familles de ce pays peuvent revendiquer le trône... Compte tenu des récents problèmes de succession, ma légitimité en tant que roi est la même que celle de {s4}. 
dlga_lord_spouse_leave_faction_husband_king_2:lord_spouse_leave_faction_husband_king_3|En tant que roi, je m'en remettrai à votre jugement pour la nomination des ministres, la conduite de la diplomatie et questions similaires.
dlga_lord_spouse_leave_faction_husband_king_3:close_window|Très bien, cher époux. Allons vite revendiquer votre trône ! 
dlga_lord_spouse_leave_faction_husband_king_3:lord_pretalk|En fait, nous ferions mieux d'attendre le bon moment.
