lockitver|DO NOT DELETE THIS LINE! 2896
dlga_companion_embassy_results:companion_truce_confirm|{s12} sagt, dass er gewillt ist, einen vierzigtägigen Waffenstillstand in Betracht zu ziehen.
dlga_companion_embassy_results:companion_rejoin_response.3|{s12} sagt, dass er keinen Frieden schließen möchte.
dlga_companion_truce_confirm:companion_rejoin_response|Wohlan – die Waffen zwischen uns und den {s4} sollen schweigen!
dlga_companion_truce_confirm:companion_rejoin_response.1|Andererseits ... vielleicht ist dies derzeit nicht in unserem Interesse.
dlga_companion_embassy_results:companion_rejoin_response.4|{s12} sagt, dass Ihr bereits einem anderen Herrscher die Treue geschworen habt.
dlga_companion_embassy_results:companion_rejoin_response.5|{s12} sagt, er würde nicht glauben, dass Ihr Euren Verpflichtungen als Vasall nachkommen würdet, und vermutet, dass Euer Angebot nur ein Trick ist.
dlga_companion_embassy_results:vassalage_offer_confirm|{s12} sagt, dass Euch als Vasall akzeptiert. Er gibt Euch 30 Tage, um ihn aufzusuchen. Während dieses Zeitraums wird er nicht gegen Euch zu Felde ziehen.
dlga_vassalage_offer_confirm:companion_rejoin_response|Sagt ihm, dass ich seine Bedingungen annehme ...
dlga_companion_truce_confirm:companion_rejoin_response.2|Obwohl ... vielleicht ist dies derzeit nicht in unserem Interesse ...
dlga_companion_rejoin_response:close_window|Willkommen zurück, mein Freund!
dlga_companion_rejoin_response:companion_rejoin_refused|Leider kann ich Euch noch nicht wieder aufnehmen.
dlga_companion_rejoin_refused:close_window|Wie Ihr wünscht. Ihr werde eigenen Geschäften nachgehen, und Euch in paar Tagen wieder aufsuchen.
dlga_event_triggered:close_window.1|Verzeiht – ich rede nur mit mir selbst [ERROR- {s51}]
dlga_start:lord_talk|Meine Fürstin, wenn Ihr heiraten wollt, können wir uns zu dem Gelage in {s4} begeben und dort vor dem Herrscher unsere Eheversprechen abgeben.
dlga_start:lord_talk.1|Meine Fürstin, ich bin es überdrüssig, weiter auf die Versammlung der Fürsten dieses Königreichs zu warten. Begebt Euch mit mir nach {s4}, um dort unsere Eheversprechen abzugeben.
dlga_start:lord_talk.2|Meine Fürstin, ich bin es überdrüssig, weiter auf die Versammlung der Fürsten dieses Königreichs zu warten. Vielleicht sollte wir bei der nächsten Gelegenheit in irgendeinem Palast heiraten.
dlga_start:lord_groom_vows|Meine Fürstin, ich bin des Wartens überdrüssig. Lasst uns augenblicklich unsere Eheversprechen abgeben.
dlga_start:lord_groom_vows.1|Meine Fürstin, wie sich meine Augen freuen, Euch zu erblicken! Wir können mit den Eheversprechen fortfahren.
dlga_lord_groom_vows:female_pc_marriage_vow|Meine Fürstin, vor den versammelten Fürsten als Zeugen, gelobe ich, Euch zur Gemahlin zu nehmen, Euch zu ehren, zu lieben und zu beschützen. Möge der Himmel uns mit Gesundheit, Reichtum und Kindern segnen.
dlga_female_pc_marriage_vow:lord_groom_wedding_complete|Ich gelobe, Euch zum Gemahl zu nehmen.
dlga_female_pc_marriage_vow:close_window|Wartet – ich muss hierüber nachdenken.
dlga_lord_groom_wedding_complete:close_window|Wir sind nun Mann und Frau. Lasst die Feierlichkeiten beginnen!
dlga_start:close_window.7|Sehr wohl. Ihr habt Euer Argument vorgetragen. Ich habe nichts weiter zu sagen.
dlga_start:close_window.8|Wohlan, {Herr/meine Dame}! Bitte bemüht Euch nicht, aufzustehen, da ich Euch einfach wieder hinabstoßen würde. Ich nehme Euer Schweigen als Entschuldigung an. Einen schönen Tag noch.
dlga_start:close_window.9|Wohlan. Ihr habt Euren Standpunkt klar gemacht. Ich ziehe mein Versprechen zurück. Ich hoffe, dies gereicht Euch zur Zufriedenheit.
dlga_start:close_window.10|Hah! Jetzt sind wir nicht mehr so ritterlich, was? Nun geht mir nicht weiter auf die Nerven.
dlga_start:close_window.11|Sehr wohl – Ihr habt gewonnen. Lasset alle Anwesenden Zeugen Eures Sieges über mich sein, und dass ich meine Werbung um {s10} aufgeben werde. Seid Ihr nun zufrieden, Ihr herzloser Schuft?
dlga_start:close_window.12|Steht auf. Lasset alle Anwesenden Zeugen meines Sieges über Euch sein, und dass Ihr nun Eure Werbung um {s10} aufgeben werdet. Ich werde Euch einen letzten Besuch gestatten, um Lebewohl zu sagen. Solltet Ihr danach weiterhin darauf bestehen, sie zu sehen, so wird jedermann wissen, dass Ihr ein ehrloser Mann seid.
dlga_start:player_siege_castle_commander_1|Was wollt Ihr?
dlga_player_siege_castle_commander_1:player_siege_ask_surrender|Ergebt Euch! Eure Lage ist hoffnungslos!
dlga_player_siege_castle_commander_1:close_window|Nichts, gehabt Euch wohl.
dlga_player_siege_ask_surrender:player_siege_ask_surrender_treatment|Das kommt darauf an ... Gebt Ihr Euer Ehrenwort, dass wir gut behandelt würden?
dlga_player_siege_ask_surrender:player_siege_ask_leave_unmolested|Wir sind bereit, diese Burg an Euch zu übergeben und abzuziehen, wenn Ihr mir Euer Ehrenwort gebt, dass Ihr uns nicht schaden werdet.
dlga_player_siege_ask_surrender:close_window|Ergeben? Hah! Wir können diese Mauern halten, bis wir als alte Männer sterben.
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_reject|Gar nichts gebe ich Euch. Ergebt Euch augenblicklich oder bereitet Euch auf den Tod vor!
dlga_player_siege_ask_surrender_treatment_reject:close_window|Bastard. Wir werden Euch bis zum letzten Mann bekämpfen!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_accept|Euch werde ich als Geisel nehmen, Euren Soldaten wird nichts geschehen. Ich gebe Euch mein Wort darauf.
dlga_player_siege_ask_surrender_treatment_accept:close_window|Nun gut,unter diesen Bedingungen biete ich meine Kapitulation an.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_accept|Ihr habt mein Wort. Wir werden Euch beim Verlassen der Burg nicht angreifen.
dlga_player_siege_ask_leave_unmolested_accept:close_window|Nun gut. Dann übergeben wir Euch diese Burg. Heute mögt Ihr gewonnen haben, aber das letzte Wort ist noch nicht gesprochen.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_reject|Das ist inakzeptabel, ich will Gefangene haben.
dlga_player_siege_ask_leave_unmolested_reject:close_window|Dann werden wir diese Burg bis zum Tod verteidigen. Diese Unterredung ist damit beendet, lebt wohl.
dlga_lord_prison_break:lord_prison_break_confirm|Ich bin gekommen, um Euch zu befreien.
dlga_lord_prison_break:close_window|Schon gut – bleibt einfach nur ruhig.
dlga_lord_prison_break_confirm:lord_prison_break_confirm_2|Dem Himmel sei Dank! Ich weiß nicht, wie lange ich es hier ausgehalten hätte.
dlga_lord_prison_break_confirm_2:lord_prison_break_confirm_3|Doch haltet ein ... wie werden wir entkommen? Die Garnison wird uns ergreifen, sobald wir durch diese Tür dort gehen. Ich kann Euch helfen, sie abzuwehren, doch seid gewarnt: Sie haben mir nur wässrigen Brei und Küchenabfälle zu essen gegeben, und ich bin nicht so stark wie sonst.
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4|Haltet Euch hinter mir, und versucht, Euch aus den Kämpfen heraus zu halten.
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4.1|Trotz Eurer Schwäche brauche ich Eure Hilfe. Ergreift eine Waffe und steht mir zur Seite.
dlga_lord_prison_break_confirm_3:close_window|Haltet Euch einfach heraus.
dlga_lord_prison_break_confirm_4:close_window|Lasst uns gehen, {s14}!
dlga_start:freed_lord_answer|Ihr habt mich befreit. Dafür stehe ich auf ewig in Eurer Schuld, mein Freund.
dlga_freed_lord_answer:freed_lord_answer_1|Du wirst nirgendwo hingehen, 'Freundchen'. Du bist jetzt mein Gefangener.
dlga_freed_lord_answer_1:close_window|Dafür werde ich deinen Kopf eines Tages auf einen Spieß stecken, du Bastard!
dlga_freed_lord_answer:freed_lord_answer_2|Herr, Ihr könnt gehen, wohin Ihr wollt.
dlga_freed_lord_answer_2:close_window|Ich danke Euch, oh {Herr/Fürstin}. Ich vergesse niemanden, der gut zu mir gewesen ist.
dlga_start:defeat_lord_answer|{s43}
dlga_defeat_lord_answer:defeat_lord_answer_1|Ihr seid nun mein Gefangener.
dlga_defeat_lord_answer_1:close_window|Ich bin Eurer Gnade ausgeliefert.
dlga_defeat_lord_answer:defeat_lord_answer_2|Ihr habt gut gekämpft, daher schenke ich Euch die Freiheit.
dlga_defeat_lord_answer_2:close_window|{s43}
dlga_start:party_encounter_lord_hostile_attacker|{playername}!
dlga_start:party_encounter_lord_hostile_attacker.1|Halt!
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker|{s42}
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker_2|{s43}
dlga_party_encounter_lord_hostile_attacker_2:close_window|Wir werden bis zum Ende kämpfen!
dlga_party_encounter_lord_hostile_attacker_2:lord_recruit_1_relation|Haltet ein! Es gibt da etwas, das ich Euch unter vier Augen erzählen muss.
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|Könnte dieses Gefecht nicht vermieden werden? Ich möchte nicht mit Euch kämpfen.
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|Nicht angreifen, wir ergeben uns!
dlga_party_encounter_offer_dont_fight:close_window|Ich schulde Euch einen Gefallen, nicht wahr? Wohlan ... so sei es. Dieses eine Mal werde ich Euch noch ziehen lassen.
dlga_party_encounter_offer_dont_fight:close_window.1|{s43}
dlga_start:supported_pretender_talk|Ich warte auf Euren Rat, {playername}.
dlga_start:pretender_intro_1|Kennen wir uns?
dlga_pretender_intro_1:pretender_intro_2|Mein Name lautet {playername}. Ich stehe zu Diensten.
dlga_pretender_intro_1:pretender_intro_2.1|Ich bin {playername}. Vielleicht habt Ihr von meinen Heldentaten gehört?
dlga_pretender_intro_2:pretender_intro_3|{s48}
dlga_pretender_intro_3:pretender_rebellion_cause_1|Ich dachte, {s12} würde von {s11} regiert?
dlga_start:pretender_start|Seid gegrüßt, {playername}
dlga_pretender_start:pretender_rebellion_cause_prelim|Was war nochmal Eure Geschichte, {reg65?meine Fürstin:Herr}?
dlga_pretender_rebellion_cause_prelim:pretender_rebellion_cause_1|Ich werde sie Euch erzählen.
dlga_pretender_rebellion_cause_1:pretender_rebellion_cause_2|{s48}
dlga_pretender_rebellion_cause_2:pretender_rebellion_cause_3|{s48}
dlga_pretender_rebellion_cause_3:pretender_start|{s48}
dlga_pretender_start:pretender_discuss_rebellion_1|Ich möchte für Eure Sache kämpfen und Euch bei der Rückforderung Eures Throns unterstützen!
dlga_pretender_start:pretender_end|Ich muss jetzt gehen.
dlga_pretender_discuss_rebellion_1:pretender_discuss_rebellion_2a|Seid Ihr Euch sicher, dass Ihr der Aufgabe gewachsen seid {playername}? Die Rückforderung meines Thrones wird kein leichtes Unterfangen sein. Die Fürsten unseres Reichs haben alle einen Treueschwur auf {s11} geleistet. Solche Treueschwüre auf einen Thronräuber sind selbstverständlich ungültig, und wir können damit rechnen, dass manche Fürsten mit uns gemeinsame Sache machen werden, aber nichtsdestotrotz steht uns ein äußerst schwerer Kampf bevor.
dlga_pretender_discuss_rebellion_2a:pretender_discuss_rebellion_2|{s11}
dlga_pretender_discuss_rebellion_2:pretender_discuss_rebellion_3|Ich bin bereit für diesen Kampf.
dlga_pretender_discuss_rebellion_2:pretender_end|Ihr habt Recht. Vielleicht sollte ich noch ein wenig darüber nachdenken.
dlga_pretender_discuss_rebellion_3:close_window|Ich habe keinen Zweifel daran, dass Eure Unterstützung für meine Sache von Herzen kommt, {playername}, und ich danke Euch dafür. Trotzdem glaube ich nicht, dass unser Unterfangen viel Aussicht auf Erfolg hätte. Wenn Ihr Euch auf dem Schlachtfeld einen Namen als hervorragender Feldherr machen könnt, würden unsere Freunde nicht mehr zögern, sich uns anzuschließen, und unsere Feinde würden sich hüten, gegen uns die Waffen zu erheben. Wenn die reif ist, werde ich Euch aufsuchen, doch bis dahin wird es wohl klüger sein, den Thronräuber, {s11}, nicht offen herauszufordern.
dlga_pretender_discuss_rebellion_3:close_window.1|Unterstützt Ihr nicht schon die Sache von {s17}? Wahrlich, Ihr müsst einen ausgeprägten Gerechtigkeitssinn haben. Dennoch muss ich ablehnen, ich werde kein Teil Eures Spiels sein.
dlga_pretender_discuss_rebellion_3:close_window.2|{playername}, Ihr habt bereits {s15} den Treueschwur geleistet. Aus diesem Grund kann ich Euch nicht gestatten, für meine Sache zu kämpfen, damit mich meine Feinde dann bezichtigen können, ich sei eine Marionette von {s16}. Nein, wenn ich den Thron von {s17} erlangen will, muss ich es durch die Rechtmäßigkeit meiner Forderungen und die Unterstützung meiner Untertanen allein schaffen. Wenn Ihr mir helfen wollt, müsstet Ihr Euch zuerst vom Treuerschwur an {s15} entbinden.
dlga_pretender_discuss_rebellion_3:pretender_rebellion_ready|Ihr seid ein fähiger Krieger, {playername}! Aufgrund Eures Rufs als Feldherr und der Rechtmäßigkeit meiner Sache werden uns die Adligen und das gute Volk von {s12} sicherlich in Scharen zu Hilfe kommen. Die Zeit zum Handeln ist gekommen! Ich werde mit Euch kommen, und zusammen werden wir den Thronräuber, {s11}, stürzen und seinen blutigen Händen den Thron entreißen. Zuerst jedoch müsst Ihr mir einen Treueschwur leisten und mich als Euren Lehnsherr akzeptieren, {reg65?meine Fürstin:mein Fürst}.
dlga_pretender_rebellion_ready:lord_give_oath_2|{reg3?Fürstin:Herr}, ich bin bereit, mich Eurer Sache zu verpflichten. 
dlga_pretender_rebellion_ready:pretender_end|Lasst uns noch etwas länger abwarten.
dlga_lord_give_conclude_2:close_window|Also auf in den Kampf! Unsere erste Aufgabe ist es, eine Festung zu erobern und andere Fürsten zu überzeugen, mit uns gemeinsame Sache zu machen. Reitet voran!
dlga_pretender_end:close_window|Dann gehabt Euch wohl.
dlga_start:lord_event_choose_friend|Mir ist zu Ohren gekommen, dass Ihr Euch mit diesem {s43} angefreundet, genannt {s6}. Glaubt mir, diesem Mann dürft Ihr kein Vertrauen schenken. Ihr solltet keinen Umgang mehr mit ihm haben.
dlga_lord_event_choose_friend:lord_event_choose_friend_renounce|Ich versichere Euch, {s65}, {s6} zählt nicht zu meinen Freunden.
dlga_lord_event_choose_friend_renounce:lord_pretalk|Das ist frohe Kunde, {playername}, denn sonst hätte ich um Eure Sicherheit gefürchtet. Solltet Ihr auf {s6} treffen, so seid auf der Hut und glaubt ihm kein Wort.
dlga_lord_event_choose_friend:lord_event_choose_friend_defend|{s6} ist ein ehrenvoller Mann - Ihr habt kein Recht, so von ihm zu sprechen!
dlga_lord_event_choose_friend_defend:lord_pretalk|Wie Ihr meint, {playername}. Ihr mögt zwar ein Narr sein, aber zumindest ein loyaler Narr. Mit {s6}s Loyalität ist es wahrscheinlich anders bestellt ...
dlga_lord_event_choose_friend:lord_event_choose_friend_neutral|Ich möchte nicht in Euren Zwist mit {s6} hineingezogen werden.
dlga_lord_event_choose_friend_neutral:lord_pretalk|Hmmm, wie Ihr wünscht, {playername}. Vergesst nur nicht, dass man in dieser Welt Freunde braucht, und wenn Ihr niemals Partei ergreift, werdet Ihr niemals welche finden.
dlga_start:lord_start.1|Ja, meine Gemahlin?
dlga_start:lord_start.2|Ja, {Herr/Fürstin}?
dlga_start:lord_start.3|Es ist gut, Euch zu sehen, alter Freund!
dlga_start:lord_invite_player_monarch_1|Nun, {playername}. Ich bin gewillt, Eure freche Selbsternennung als {König/Königin} zu übersehen, und Euch mit allen Ehren als einen meiner Vasallen in meinem Reich zu begrüßen. Sollen wir mit dem Treueschwur fortfahren?
dlga_lord_invite_player_monarch_1:lord_invite_2|Ja … mein Fürst.
dlga_lord_invite_player_monarch_1:lord_enter_service_reject|Nein. Dieser Schwur wird mir im Hals steckenbleiben.
dlga_start:lord_invite_1|{playername}, ich habe Euch erwartet. Eure Heldentaten sind mit zu Ohren gekommen. Als ich fortwährend von Eurer Tapferkeit und Eurem Heldenmut hörte, war ich mir sicher, einen würdigen Vasallen gefunden zu haben.
dlga_lord_invite_1:lord_invite_2|Ich danke Euch, {s65}, Ihr ehrt mich mit Eurem Angebot.
dlga_lord_invite_1:lord_invite_2.1|Es ist gut, meinen wahren Wert erkannt zu wissen.
dlga_lord_invite_2:lord_invite_3|Gewiss. Lasst uns nun auf die Förmlichkeiten verzichten, {playername}; seid Ihr bereit, mir die Treue zu schwören?
dlga_lord_invite_3:lord_give_oath_2|Jawohl, {s65}.
dlga_lord_invite_3:lord_enter_service_reject|Nein, {s65}. Ich kann Euch jetzt nicht dienen.
dlga_start:lord_female_pc_marriage_proposal|Meine Fürstin, ich habe viel über unser Gespräch kürzlich nachgedacht. Es ist an der Zeit, Euch zu fragen: Wollt Ihr mir die Ehre erweisen, meine Gemahlin zu werden?
dlga_lord_female_pc_marriage_proposal:lord_marriage_proposal_female_pc_next_step|Jawohl, ich will.
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_postponed|Lasst mich dies noch ein wenig überdenken.
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_rejected|Nein, ich habe entschieden, dass es sich nicht ziemen würde.
dlga_lord_female_pc_marriage_proposal_postponed:lord_start|Natürlich, meine Fürstin. Nehmt Euch soviel Zeit, wir Ihr benötigt.
dlga_lord_female_pc_marriage_proposal_rejected:lord_female_pc_marriage_proposal_rejected_confirm|Ihr meint, Ihr wollt meinen Antrag rundweg ablehnen?
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_rejected_confirm_yes|Ja, das will ich.
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_postponed|Nein, Ihr habt mich falsch verstanden. Ich benötige einfach mehr Zeit zum Nachdenken.
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window|Nun, in diesem Fall ... lasst mich Euch etwas sagen: Mit diesen harten Worten habt Ihr mir die Schuppen von den Augen genommen. Ich stimme Euch zu, dass es sich für mich nicht ziemen würde, jemand wie Euch zu heiraten. Guten Tag, meine Fürstin.
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window.1|Das ist Euer Recht, meine Fürstin. Würdet Ihr es Euch jemals anders überlegen, wäre ich außer mir vor Freude!
dlga_start:lord_start.4|Meine Fürstin, mein Herz ist erfüllt von Freude, Euch wieder zu sehen!
dlga_start:lord_start.5|Meine Fürstin, ich bin Euch stets ergeben zu Diensten!
dlga_start:lord_start.6|Wenn das nicht mein tapferer Recke {playername} ist …
dlga_start:lord_start.7|Gut, Euch wieder zu sehen, playername}...
dlga_start:lord_start.8|Wir werden uns wiedersehen, playername} ...
dlga_start:lord_meet_neutral|Kenne ich Euch?
dlga_lord_meet_neutral:lord_intro|Ich heiße {playername}.
dlga_lord_meet_neutral:lord_intro.1|Mein Name lautet {playername}. Stehe zu Diensten, Herr.
dlga_lord_intro:lord_start|{s11}
dlga_start:lord_meet_enemy|{s43}
dlga_lord_meet_enemy:lord_intro|{s65}, ich bin {playername}.
dlga_lord_meet_enemy:lord_intro.1|Man nennt mich {playername}. Merkt Euch diesen Namen, denn Ihr werdet noch viel von mir hören.
dlga_start:lord_start.9|{s8}
dlga_lord_start:lord_start|{s42}
dlga_lair_quest_intermediate_1:lord_pretalk|Hervorragende Arbeit, {playername} – Euer kühner Angriff ist das Gespräch des ganzen Reichs. Zweifellos werden sie, und andere wie sie, bald wieder zurückkommen, aber Ihr habt diesem Land für kurze Zeit eine Verschnaufpause ermöglicht. Wir sind Euch zutiefst dankbar.
dlga_lair_quest_intermediate_2:lord_pretalk|Nun, {playername}, ich schätze, zumindest einige dieser Briganten sind Euch entkommen -- und natürlich werden die friedlichen Reisenden dieses Landes den Preis dafür zahlen. Trotzdem war es gut von Euch, diesen Versuch zu wagen.
dlga_lord_start:lord_generic_mission_completed|Euer Wundarzt konnte meinen Freund überzeugen und führte die Operation durch. Nun liegt es in Gottes Hand, und wir können nur für seine Genesung beten. Wie auch immer, ich danke Euch, {mein Herr/meine Dame}, dass ihr mir die Dienste Eures Wundarztes ermöglicht habt. Ihr seid ein nobler Mensch und ich werde es nicht vergessen.
dlga_lord_start:wedding_ceremony_bride_vow|Der Himmel ist mein Zeuge, dass ich bereit bin, Euch mein {s11} {s4} zum Hochzeitsgeschenk zu machen ...
dlga_lord_wedding_reschedule:lord_start|Kein Problem. Ich kann warten.
dlga_lord_wedding_reschedule:lord_return_dower|Ich glaube nicht daran, dass diese Hochzeit jemals stattfinden wird. Bitte gebt mir meine Mitgift zurück.
dlga_lord_return_dower:close_window|Nun, das ist Euer Recht, wenn Ihr tatsächlich kein Vertrauen in das Engagement unsere Familie habt. Nehmt Euer Geld.
dlga_lord_start:lord_generic_mission_completed.1|Ha! Unser kleines Ränkespiel gegen {s3} hat perfekt funktioniert, {playername}. Dieser Narr hat einen seiner wichtigsten Bediensteten verloren, und wir haben ihn nun einen Schritt weiter an den Rand des Untergangs gedrängt. Hier, dieses Geldsäckel enthält {reg5} Dinare. Nehmt es, ihr habt Euch jeden davon hart verdient. Wenn Ihr interessiert seid, gibt es noch viel mehr zu verdienen ...
dlga_lord_start:close_window|Nicht einmal solch eine leichte Aufgabe konntet Ihr vollenden. Alles hatte ich vorbereitet, nur einen Boten mussten wir noch meucheln, und dann hätte die Feier steigen können. Aber nein, Ihr wart Euch mal wieder zu fein für so was, oder?
dlga_lord_start:quest_meet_spy_in_enemy_town_completed|Habt Ihr irgendwelche Neuigkeiten über die Aufgabe, die ich Euch erteilt hatte? Ihr wisst schon, welche ich meine ...
dlga_quest_meet_spy_in_enemy_town_completed:quest_meet_spy_in_enemy_town_completed_2|Hier habe ich die Berichte, die Ihr wolltet.
dlga_quest_meet_spy_in_enemy_town_completed_2:lord_pretalk|Ah, gut gemacht. Gut, fähige {Männer/Leute} auf meiner Seite zu wissen. Hier ist die versprochene Bezahlung.
dlga_lord_start:lord_pretalk|Brillante Arbeit, {playername}! Was auch immer Ihr tatet, die Adligen von {s13} schreien jetzt nach Krieg! Bald wird die Zeit für uns gekommen sein, die Früchte unserer harten Arbeit auf mit Plündergut reichen Feldern zu ernten. Dieser Krieg wird uns reich machen, das kann ich Euch jetzt schon sagen!
dlga_lord_start:lord_collect_debt_completed|Man sagte mir, dass Ihr das Geld eingesammelt habt, dass mir {s7} schuldet. Gut, es ist wirklich an der Zeit, dass ich es zurückbekomme. Ein Fünftel hatten wir als Entschädigung für Euch ausgemacht, richtig? Wohlan, das sind {reg3} Dinare ... also wenn Ihr mir meinen Anteil gebt -- {reg4} Dinare – könnt Ihr den Rest behalten.
dlga_lord_collect_debt_completed:lord_collect_debt_pay|Natürlich, {s65}. {reg4} Dinare, bitte sehr.
dlga_lord_collect_debt_pay:lord_pretalk|{playername}, ich muss zugeben, dass ich beeindruckt bin. Ich hatte die Hoffnung auf dieses Geld schon aufgegeben. Verbindlichsten Dank!
dlga_lord_collect_debt_completed:lord_collect_debt_no_pay|Ich fürchte, ich habe das Geld nicht bei mir, Herr.
dlga_lord_collect_debt_no_pay:close_window|Ihr beliebt wohl zu scherzen? Ich weiß sehr wohl, dass Euch {s7} das Geld gegeben hat, und ich möchte jeden Dinar zurück, den man mir schuldet, {mein Herr/meine Dame}. Bis ich dieses Geld erhalte, werde ich Euch persönlich als Schuldner betrachten.
dlga_lord_start:close_window.1|Ich habe gehört, dass Ihr diesen bösartigen Händler beseitigt habt, der mir so viel Kummer bereitet hat. Ich sehe, dass Ihr nicht davor scheut, Euch die Hände schmutzig zu machen. Wahrlich, ein guter Charakterzug! Hier ist Eure Belohnung. Vergesst nicht, {playername}, wenn Ihr mit mir gemeinsame Sache macht, werden beide Seite lange Zeit davon profitieren.
dlga_lord_start:close_window.2|Oh, Ihr seid es. Erklärt mir doch einmal, wie man einen einfachen Kampf gegen einen räudigen Händler von niederer Geburt verlieren kann! Also wirklich, wenn ich mal jemanden brauche, der meinen Wachen schändliche Niederlagen beibringt, werde ich mich sofort an Euch wenden. Geht mir jetzt einfach aus den Augen, {playername}, ich bin beschäftigt.
dlga_lord_start:lord_kill_local_merchant_let_go|Ihr! Habt Ihr Sägemehl zwischen den Ohren? Meint Ihr wirklich, dass ich Euch aufgetragen habe, den Händler zu töten, damit Ihr nett mit ihm plaudert und ihn dann gehen lasst?! Was zum Teufel ist in Euch gefahren?
dlga_lord_kill_local_merchant_let_go:lord_kill_local_merchant_let_go_2|Herr, ich werde dafür sorgen, dass er nicht mehr gegen Euch handeln wird.
dlga_lord_kill_local_merchant_let_go_2:lord_pretalk|Leeres Geschwätz. Ausschalten solltet Ihr ihn, nicht ihm eine Moralpredigt halten und ihn dann fort schicken. Hoffentlich hält er sich daran, was Ihr ihm gesagt habt, sonst werdet Ihr beide dafür büßen. Hier ist die Hälfte Eures versprochenen Lohns. Sagt keinen Ton, {playername}, Ihr könnt froh sein, dass Ihr überhaupt so viel bekommt. Ich habe keinen Verwendungszweck für {Männer/Leute}, die Befehlen nicht folgen können.
dlga_lord_start:lord_follow_spy_completed|Wunderbare Arbeit, {playername}! Wie ich gehofft hatte, konntet Ihr sowohl den Spion als auch seinen Komplizen fangen. Die beiden sitzen nun im meinem Verlies und warten auf ihr Verhör. Ha, mein Folterknecht wird heute Abend viel Arbeit haben! Wie auch immer, ich bin sehr mit Eurem Erfolg zufrieden, {playername}. Als Zeichen meiner Dankbarkeit möchte ich Euch dieses Geldsäckel überreichen.
dlga_lord_start:lord_follow_spy_half_completed|Ins lodernde Fegefeuer mit Euch! ZWEI Gefangene wollte ich, {playername}, ZWEI – und was Ihr mir gebracht habt, ist fast völlig nutzlos! Ich weiß bereits alles, was der Spion weiß - ich hatte es auf den Kontaktmann abgesehen. Hier, halbe Arbeit wird mit halbem Lohn bezahlt. Nehmt das Geld und packt Euch fort.
dlga_lord_start:lord_follow_spy_half_completed.1|Ich habe Euch um zwei Gefangene gebeten, {playername}, nicht einen. Zwei. Wenigstens habt Ihr den Komplizen des Spions gefangen, der Wichtigere von beiden. Der Spion wird es nicht wagen, wieder hierher zu kommen und daher für seinen Herrn nutzlos sein. Das ist besser als nichts. Trotzdem, Ihr werdet sicher verstehen, dass ich Euch für diese zur Hälfte erfolgreiche Mission auch nur zur Hälfte bezahlen werde.
dlga_lord_start:lord_follow_spy_failed|Wahrlich, {playername}, selten habe ich einen derartigen Tunichtgut wie Euch erlebt! Euer Versagen, weder den Spion NOCH seinen Komplizen zu fangen, bricht alle Rekorde der Unfähigkeit. Vergesst die versprochene Belohnung. Ihr habt nichts getan, was belohnt werden sollte.
dlga_lord_follow_spy_half_completed:lord_pretalk|Ich habe mein Bestes gegeben, {s65}.
dlga_lord_follow_spy_completed:lord_pretalk|Vielen Dank, {s65}.
dlga_lord_follow_spy_failed:lord_pretalk|Hmmm, wie Ihr wünscht, {s65}.
dlga_lord_start:lord_generic_mission_completed.2|Saubere Arbeit, {playername}. Ale Leibeigenen sind zurück und bereiten sich gehörig eingeschüchtet auf die Ernte vor. Eure Belohnung habt Ihr Euch wahrlich verdient. Hier, nehmt sie zusammen mit meinem Dank.
dlga_lord_start:lord_bring_back_runaway_serfs_failed|{playername}, geduldig habe ich auf meine Leibeigenen gewartet, und bis jetzt ist noch keiner vor ihnen wieder aufgetaucht. Habt Ihr dafür eine Erklärung? Haben Euch ein paar Feldarbeiter genarrt, oder seid Ihr einfach nur inkompetent? Oder vielleicht steckt Ihr mit meinen Feinden unter einer Decke und plant, mich zu ruinieren ...
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1a|Vergebt mir, {s65}, diese Leibeigenen waren schlüpfrig wie Aale.
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1b|Wenn Ihr sie besser behandelt hättet ...
