qstr_{s1}_has_cast_Warp_L|{s1} has cast Warp Lightning.
qstr_Regain_health_with_e|Regain health with every kill. Effect only works for skeletons
qstr_The_damage_of_each_hi|The damage of each hit is multiplied randomly up to 6 times.
qstr_Fire_damage|Fire damage
qstr_No_ward_saves_allowe|No ward saves allowed. Double damage vs Daemons.
qstr_Damage_increases_the|Damage increases the more mana the wielder has. Minimum 50 mana for effect to start.
qstr_Wielder_gains_killing|Wielder gains killing blow. 16% chance of instant kill every hit. Any mount damaged by this weapon is instantly killed.
qstr_+20%_damage._Chance_|+20% damage. Chance of damage multiplier each hit. The lower an enemies ironflesh the higher the chance: 33% normal damage, 33% double damage, 33% triple damage.
qstr_Damage_chance_against_|Damage chance against enemies with 8 or more ironflesh: 33% normal damage, 33% double damage, 33% triple damage
qstr_+50%_base_damage._Ev|+50% base damage. Every time you kill an enemy there is a 16% chance you will lose a small amount of health
qstr_Wielder_gains_magic_|Wielder gains magic resistance 4+. Every time an enemy magic user is killed by the axe of change summon a Daemon Prince of Tzeentch.^Effects only work if wielder is chaos or beastman.
qstr_+30%_base_damage|+30% base damage
qstr_Mana_cost:_50^Castin|Mana cost: 50^Casting cost: 6^Type: Debuff - Radius caster (160m)^Effect: Enemies receive 4% ranged accuracy debuff per magic skill level^Magic Access level: 1^Magic Competency Level: 4^Cool Down Time: 120 seconds
qstr_Mana_cost:_40^Castin|Mana cost: 40^Casting cost: 7^Type: Buff - Radius caster (12 - 30m)^Effect: Allies receive increased weapon speed^Magic Access Level: 2^Magic Competency Level: 3^Cool Down Time: 60 seconds
qstr_Mana_cost:_40^Casting|Mana cost: 40^Casting cost: 6^Type: Instant - Radius caster (whole battlefield)^Effect: Allies gain courage based on caster magic level^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 60 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_50^Casting|Mana cost: 50^Casting cost: 7^Type: Debuff - Radius ranged (12 - 30m)^Effect: Enemies receive 50% movement speed reduction and 20% ranged accuracy reduction^Magic Access Level: 3^Magic Competency Level: 4^Cool Down Time: 90 seconds
qstr_Mana_cost:_80^Castin|Mana cost: 80^Casting cost: 7^Type: Aura AOE damage (5 - 10m)^Effect: Enemies take light damage (doubled against undead and daemons)^Magic Access level: 3^Magic Competency Level: 5^Cool Down Time: 120 seconds
qstr_Mana_cost:_60^Castin|Mana cost: 60^Casting cost: 9^Type: Buff - Radius caster (10m)^Effect: Allies movement speed increased by 100%^Magic Access Level: 4^Magic Competency Level: 6^Cool Down Time: 120 seconds
qstr_Mana_cost:_10^Castin|Mana cost: 10^Casting cost: 6^Type: Minor Magic missile ^Effect: 30 - 80 piercing damage (doubled against undead and daemons)^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 3 seconds
qstr_Mana_cost:_60^Casting|Mana cost: 60^Casting cost: 8^Type: Buff - Caster only ^Effect: Cloak has 83% chance of absorbing all ranged damage^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 120 seconds
qstr_Mana_cost:_75^Castin|Mana cost: 75^Casting cost: 7^Type: Summon - Weapon ^Condition for Effect: Caster cannot cast spells while mace equipped^Effect: Damage increases with magic level (double damage vs undead)^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 180 seconds
qstr_Mana_cost:_60^Casting_|Mana cost: 60^Casting cost: 9^Type: Debuff - Radius Ranged (3 - 14m)^Condition for Effect: Some troops are immune such as certain undead, daemons and large monsters ^Effect: Destroy enemy body armour (can destroy more pieces of armour at higher magic levels)^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 100 seconds
qstr_Mana_cost:_60^Casting_c|Mana cost: 60^Casting cost: 9^Type: Instant^Condition for Effect: Must hit the ground^Effect: Teleport caster to location^Magic Access Level: 5^Magic Competency Level: 10^Cool Down Time: 180 seconds
qstr_Mana_cost:_20^Castin|Mana cost: 20^Casting cost: 8^Type: Major Magic missile ^Effect: 66% chance of high damage^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 45 seconds
qstr_Mana_cost:_50^Casting_|Mana cost: 50^Casting cost: 7^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies gain increased weapon speed and damage. All ranged weapons get accuracy boost (except firearms)^Magic Access Level: 1^Magic Competency Level: 4^Cool Down Time: 60 seconds
qstr_Mana_cost:_50^Casting_c|Mana cost: 50^Casting cost: 7^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies gain damage protection (10% - 50%)^Magic Access Level: 1^Magic Competency Level: 4^Cool Off Time: 90 seconds
qstr_Mana_cost:_50^Casting_co|Mana cost: 50^Casting cost: 8^Type: Debuff - Radius ranged (12 - 30m)^Condition for Effect: Some undead troops, daemons and big monsters are immune^Effect: Enemies speed reduced based on armour worn and armour value reduced^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 70 seconds
qstr_Mana_cost:_100^Casti|Mana cost: 100^Casting cost: 10^Type: Aura AOE radius ranged (1 - 12m)^Condition for Effect: Permanent heroes like lords, companions and the player have lower chance regardless of armour^Effect: Enemies have chance of instant death, the more armour the higher the chance^Magic Access Level: 5^Magic Competency Level: 8^Cool Down Time: 180 seconds
qstr_Mana_cost:_10^Casting|Mana cost: 10^Casting cost: 6^Type: Minor Magic missile (can be recast during single magic phase)^Effect: 40 - 90 piercing damage (fire damage and extra damage vs heavy armour)^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 3 seconds
qstr_Mana_cost:_50^Casting_cos|Mana cost: 50^Casting cost: 6^Type: Instant - Radius caster (12 - 30m)^Effect: Heal allies (10 - 100 points)^Magic Access Level: 1^Magic Competency Level 3^Cool Down Time: 30 seconds^Magic info button available in battle for this spell N key 
qstr_Mana_cost:_80^Casting|Mana cost: 80^Casting cost: 8^Type: Aura AOE damage (3 - 15m)^Effect: light to medium damage^Magic Access Level: 2^Magic Competency Level: 5^Cool Down Time: 100 seconds
qstr_Mana_cost:_50^Casting_cost|Mana cost: 50^Casting cost: 7^Type: Buff - Radius caster (12 - 30m)^Effect: Allies gain magic protection (10-50%)^Magic Access Level: 1^Magic Competency Level: 4^Cool Down Time: 90 seconds
qstr_Mana_cost:_40^Casting_|Mana cost: 40^Casting cost: 6^Type: Instant - Radius caster (10 - 60m)^Effect: Allies gain courage based on caster magic level^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 60 seconds
qstr_Mana_cost:_60^Casting_co|Mana cost: 60^Casting cost: 8^Type: Buff - Caster only^Effect: Cloak absorbs 1D3 attacks during spell period^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 120 seconds
qstr_Mana_cost:_60^Casting_cos|Mana cost: 60^Casting cost: 7^Type: Buff - Radius caster (12 - 30m)^Effect: Allies return light damage when hit by enemy^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 100 seconds
qstr_Mana_cost:_60^Casting_cost|Mana cost: 60^Casting cost: 10^Type: Instant - Radius Caster (2 - 20m)^Effect: Heal allies (10-100 points) and unconscious allies regain their strength and senses^Magic Access Level: 4^Magic Competency Level: 8^Cool Down Time: 60^Magic info button available in battle for this spell N key
qstr_Mana_cost:_100^Castin|Mana cost: 100^Casting cost: 9^Type: Aura AOE damage (2 - 13m) - Radius caster^Condition for Effect: Powerstrike test^Effect: Instant death^Magic Access Level: 5^Magic Competency Level: 8^Cool Down Time: 180 seconds
qstr_Mana_cost:_8^Casting|Mana cost: 8^Casting cost: 6^Type: Minor Magic missile ^Effect: 10 - 60 piercing damage (fire damage)^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 1 second
qstr_Mana_cost:_50^Casting_cost:|Mana cost: 50^Casting cost: 7^Type: Debuff - Radius ranged (12 - 30m)^Effect: Enemies receive 70% movement speed reduction^Magic Access Level: 1^Magic Competency Level: 4^Cool Down Time: 100 seconds
qstr_Mana_cost:_60^Casting_cost:|Mana cost: 60^Casting cost: 7^Type: Buff - Radius caster (12 - 40m)^Effect: Allies guaranteed to do at least 5-10 damage per hit^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 120 seconds
qstr_Mana_cost:_60^Casting_cost:_|Mana cost: 60^Casting cost: 7^Type: Debuff - Radius caster (21 - 50m)^Effect: Enemies have their special skills nullified^Magic Access Level: 2^Magic Competency Level: 5^Cool Down Time: 120 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_90^Castin|Mana cost: 90^Casting cost: 8^Type: Aura AOE damage ( 3- 15m)^Effect: Light to medium damage^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 100 seconds
qstr_Mana_cost:_100^Casting|Mana cost: 100^Casting cost: 10^Type: Explosive AOE damage (3 - 15m)^Effect: Medium to high^Magic Access Level: 5^Magic Competency Level: 7^Cool Down Time: 180 seconds
qstr_Mana_cost:_30^Castin|Mana cost: 30^Casting cost: 9^Type: Major Magic missile ^Effect: High to very high damage^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 120
qstr_Mana_cost:_60^Casting_cost:_7|Mana cost: 60^Casting cost: 7^Type: Summon - Caster only^Condition for Effect: Must have spare weapon slot^Effect: Summon a cerulean shield (does not effect spell casting ability)^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 120 seconds
qstr_Mana_cost:_50^Casting_cost:_|Mana cost: 50^Casting cost: 7^Type: Debuff - Radius Caster (12 - 30m)^Effect: Enemy speed, damage output and ranged capabilities reduced (10 - 30% each)^Magic Access Level: 1^Magic Competency Level: 4^Cool Down Time: 90 seconds
qstr_Mana_cost:_80^Casting_|Mana cost: 80^Casting cost: 7^Type: Summon^Effect: Summons a Shadow Steed (Increases in quality as magic skill increases)^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 180 seconds
qstr_Mana_cost:_50^Casting_cost:_7|Mana cost: 50^Casting cost: 7^Type: Debuff - Radius caster (12 - 30m)^Effect: Enemy hand to hand damage output reduced (10 - 70%)^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 90 seconds
qstr_Mana_cost:_65^Castin|Mana cost: 65^Casting cost: 9^Type: Debuff - Radius caster (12-30m)^Effect: Enemy takes increased damage (1 - 24 extra points per hit)^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 120 seconds
qstr_Mana_cost:_20^Casting|Mana cost: 20^Casting cost: 8^Type: Major Magic missile ^Effect: Medium to high damage^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 45 seconds
qstr_Mana_cost:_70^Castin|Mana cost: 70^Casting cost: 9^Type: Major Magic missile ^Effect: Turns enemy into an ally for 30 seconds^Magic Access Level: 4^Magic Competency Level: 8^Cool Down Time: 180 seconds
qstr_Mana_cost:_60^Casting_cost:_7^|Mana cost: 60^Casting cost: 7^Type: Buff - Caster only^Effect: Absorbs all non magical ranged damage^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 120
qstr_Mana_cost:_100^Casting_|Mana cost: 100^Casting cost: 9^Type: Aura AOE damage^Condition for Effect: Agility test^Effect: Death^Magic Access Level: 3^Magic Competency Level: 7^Cool Down Time: 180 seconds 
qstr_Mana_cost:_60^Casting_cost:_9|Mana cost: 60^Casting cost: 9^Type: Buff - Radius caster (12 - 40m)^Effect: Allies deal additional damage per hit equal to casters leadership^Magic Access Level: 4^Magic Competency Level: 6^Cool Down Time: 120
qstr_Mana_cost:_20^Casting_|Mana cost: 20^Casting cost: 7^Type: Major Magic missile ^Condition for effect: Leadership battle. If enemy killed, caster gains health.^Effect: If you win damaged magnified for each point you win by^Magic Access Level: 1^Magic Competency Level: 5^Cool Down Time: 45 seconds
qstr_Mana_cost:_30^Casting|Mana cost: 30^Casting cost: 7^Type: Major Magic missile ^Condition for effect: Power strike test. If enemy killed, nearby enemy troops lose courage.^Effect: 1 light damage hit for every point failed^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 60 seconds
qstr_Mana_cost:_75^Casting|Mana cost: 75^Casting cost: 7^Type: Summon - Weapon ^Condition for Effect: Caster cannot cast spells while scythe equipped^Effect: Damage increases with magic level^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 180 seconds
qstr_Mana_cost:_50^Casting_cost:_7^|Mana cost: 50^Casting cost: 7^Type: Buff - Radius caster (12 - 30m)^Effect: Allies gain courage, unbreakable and cause fear^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 90 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_50^Casting_cost:_7^T|Mana cost: 50^Casting cost: 7^Type: Instant - Radius caster (12 - 40)^Effect: Enemies lose courage^Magic Access Level: 1^ Magic Competency Level: 3^Cool Down Time: 60 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_55^Castin|Mana cost: 55^Casting cost: 7^Type: Debuff - Radius Caster (12- 40m)^Effect: Enemy hand to hand and ranged damage output reduced (10 - 40%)^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 90 seconds
qstr_Mana_cost:_30^Casting_|Mana cost: 30^Casting cost: 8^Type: Major Magic missile (only one cast per magic phase)^Condition for effect: Ironflesh test. If enemy killed, caster gains a speed boost.^Effect: 1 light damage hit for every point failed^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 60 seconds
qstr_Mana_cost:_100^Casting_c|Mana cost: 100^Casting cost: 10^Type: Aura AOE damage (6 - 12m)^Condition for effect: Athletics test^Effect: Death^Magic Access Level: 5^Magic Competency Level: 7^Cool Down Time: 180 seconds
qstr_Mana_cost:_12^Castin|Mana cost: 12^Casting cost: 6^Type: Minor Magic Missile ^Effect: 50 - 100p damage^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 5 seconds
qstr_Mana_cost:_50^Casting_cost:_7^Ty|Mana cost: 50^Casting cost: 7^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies gain increased hand to hand damage (2 - 20%) and damage protection (10 - 30%)^Magic Access Level: 2^Magic Competency Level: 5^Cool Down Time: 90 seconds 
qstr_Mana_cost:_60^Casting_cost:_7^T|Mana cost: 60^Casting cost: 7^Type: Buff - Caster only^Effect: Caster gains a ward save of 4+^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 120 seconds 
qstr_Mana_cost:_50^Casting_cost:_7^Typ|Mana cost: 50^Casting cost: 7^Type: Buff - Caster only^Effect: Caster gains double speed^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 120 seconds 
qstr_Mana_cost:_50^Casting_cost:_8|Mana cost: 50^Casting cost: 8^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies gain speed increase (2 -25%) and a ward save (6 - 4)^Magic Access Level: 3^Magic Competency Level: 4^Cool Down Time: 90 seconds
qstr_Mana_cost:_60^Casting_cost:_9^|Mana cost: 60^Casting cost: 9^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies gain increased hand to hand damage (10 - 30%) and speed increase (10 - 30%)^Magic Access Level: 4^Magic Competency Level: 5^Cool Down Time: 110 seconds
qstr_Mana_cost:_70^Casting|Mana cost: 70^Casting cost: 7^Type: Aura AOE and debuff- Radius caster (4 - 20m)^Effect: Enemies have courage decreased and take minor damage^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 80 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_50^Casting_cost:_6|Mana cost: 50^Casting cost: 6^Type: Debuff - Radius ranged (12 - 30m)^Effect: Enemies receive 50% movement speed reduction and 20% ranged accuracy reduction^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 90 seconds
qstr_Mana_cost:_100^Casting_co|Mana cost: 100^Casting cost: 10^Type:  Instant ^Effect: Summon a Wild Bear^Magic Access Level: 5^Magic Competency Level: 9^Cool Down Time: 180 seconds
qstr_Mana_cost:_50^Casting_cost:_7^Type|Mana cost: 50^Casting cost: 7^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies gain damage protection (10 - 40%)^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 50 seconds
qstr_Mana_cost:_60^Casting_cost:_7^Ty|Mana cost: 60^Casting cost: 7^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies gain increase hand to hand damage (5 - 25%)^Magic Access Level: 2^Magic Competency Level: 6^Cool Down Time: 120 seconds
qstr_Mana_cost:_75^Casting_|Mana cost: 75^Casting cost: 7^Type: Summon - Weapon ^Condition for Effect: Caster cannot cast spells while sword is equipped^Effect: Damage increases with magic level^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 180 seconds
qstr_Mana_cost:_50^Casting_cost:_8^|Mana cost: 50^Casting cost: 8^Type: Buff - Radius caster (12 - 30m)^Effect: Allied bow and crossbow users gain flaming ammunition for one minute^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 100 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_25^Castin|Mana cost: 25^Casting cost: 9^Type: Major Magic Missile ^Effect: Enemy takes high to very high damage^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 45 seconds
qstr_Mana_cost:_90^Casting|Mana cost: 90^Casting cost: 9^Type: Explosive AOE damage (2 - 12m)^Effect: Enemies take medium to high damage^Magic Access Level: 5^Magic Competency Level: 7^Cool Down Time: 120 seconds
qstr_Mana_cost:_100^Casting_cos|Mana cost: 100^Casting cost: 10^Type: Explosive AOE damage (2 - 12m)^Effect: Enemies take low to medium damage (chance of chain explosions)^Magic Access Level: 5^Magic Competency Level: 7^Cool Down Time: 180 seconds
qstr_Mana_cost:_10^Casting_|Mana cost: 10^Casting cost: 6^Type: Minor Magic missile ^Effect: 40 - 90p damage^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 3 seconds
qstr_Mana_cost:_10^Casting_c|Mana cost: 10^Casting cost: 6^Type: Minor Magic missile ^Effect: 40 - 90p damage^Magic Access Level: 1Magic Competency Level: 3^Cool Down Time: 3 seconds
qstr_Mana_cost:_80^Casting_c|Mana cost: 80^Casting cost: 9^Type: Instant Radius caster (whole battlefield)^Effect: All magic effects cancelled. Enemy casters lose mana in next magic phase^Magic Access Level: 4^Magic Competency Level: 7^Cool Down Time: 120 seconds
qstr_Mana_cost:_50^Casting_cost:_6^|Mana cost: 50^Casting cost: 6^Type: Instant Radius caster (whole battlefield)^Effect: Caster and allied magic users gain extra mana for multiple magic phases^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 250 seconds
qstr_Mana_cost:_50^Casting_cost:_6^T|Mana cost: 50^Casting cost: 6^Type: Instant Radius caster (17 - 35m)^Effect: Heal allies (10 - 100 points)^Magic Access Level: 1^Magic Competency Level: 4^Cool Down Time: 60 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_60^Casting_cost:_8|Mana cost: 60^Casting cost: 8^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies speed, hand to hand damage, ranged accuracy and reload speed increased (10 - 30% each)^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 120 seconds
qstr_Mana_cost:_40^Casting_c|Mana cost: 40^Casting cost: 7^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies speed increased (5 - 40%) and gain dodge^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 60 seconds
qstr_Mana_cost:_25^Casting|Mana cost: 25^Casting cost: 8^Type: Major Magic missile ^Effect: High damage with chance of destroying an item^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 45 seconds
qstr_Mana_cost:_90^Casting_|Mana cost: 90^Casting cost: 9^Type: Explosive AOE  (3 - 15m)^Effect: Enemies take medium to high damage^Magic Access Level: 5^Magic Competency Level: 7^Cool Down Time: 120 seconds
qstr_Mana_cost:_90^Casting_c|Mana cost: 90^Casting cost: 9^Type: Aura AOE  Radius Caster (5 - 12m)^Condition for Effect: Only effects undead and daemons^Effect: Enemies take high to very high damage^Magic Access Level: 4^Magic Competency Level: 7^Cool Down Time: 120 seconds
qstr_Mana_cost:_12^Casting|Mana cost: 12^Casting cost: 7^Type: Minor Magic missile ^Effect: 60 - 110p damage^Magic Access Level: 1^Magic Competency Level: 3^Cool Down Time: 5 seconds
qstr_Mana_cost:_70^Casting_|Mana cost: 70^Casting cost: 9^Type: Buff - Radius ranged (12 - 30m)^Effect: Allies deliver extra melee damage (5 - 40%)^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 125 seconds
qstr_Mana_cost:_50^Casting_cost:_6^Ty|Mana cost: 50^Casting cost: 6^Type: Debuff - Radius ranged (12 - 30m)^Effect: Enemies melee damage reduced (10 - 30%) and ranged accuracy reduced (10 - 50%)^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 90 seconds
qstr_Mana_cost:_95^Castin|Mana cost: 95^Casting cost: 9^Type: Aura AOE damage (3 - 12m)^Condition for effect: Agility test^Effect: Enemies take high to very high damage^Magic Access Level: 4^Magic Competency Level: 7^Cool Down Time: 130 seconds
qstr_Mana_cost:_50^Casting_cost:_6^Typ|Mana cost: 50^Casting cost: 6^Type: Instant - Radius caster (12 - 30m)^Effect: Enemies lose courage^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 60 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_20^Casting_c|Mana cost: 20^Casting cost: 8^Type: Major Magic Missile^Condition for effect: Roll over enemy ironflesh level on D20^Effect: Death^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 45 seconds
qstr_Mana_cost:_80^Casting_co|Mana cost: 80^Casting cost: 8^Type: Aura AOE damage (3 - 12m)^Effect: Enemies take light to medium damage and any deaths caused will heal the caster^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 100 seconds
qstr_Mana_cost:_100^Casting_cost|Mana cost: 100^Casting cost: 10^Type: Aura AOE damage (3 - 12m)^Condition for effect: Power strike test^Effect: Death^Magic Access Level: 6^Magic Competency Level: 8^Cool Down Time: 180 seconds
qstr_Mana_cost:_40^Casting_co|Mana cost: 40^Casting cost: 6^Type: Radius caster (enormous)^Effect: Enemies receive ranged accuracy penalty (3 - 30%)^Magic Access Level: 1^Magic Competency Level: 4^Cool Down Time: 60 seconds
qstr_Mana_cost:_70^Casting_c|Mana cost: 70^Casting cost: 9^Type: Summon^Condition for Effect: Nearby dead bodies can increase the power of the spell^Effect: Summon 1 - 7 low to mid tier troops^Magic Access Level: 1^Magic Competency Level: 5^Cool Down Time: 90 seconds
qstr_Mana_cost:_50^Casting_cost:_6^Type|Mana cost: 50^Casting cost: 6^Type: Instant - Radius caster (12 - 30m)^Effect: Heal allied undead (10 - 100 points)^Magic Access Level: 1^Magic Competency Level: 4^Cool Down Time: 60 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_45^Castin|Mana cost: 45^Casting cost: 6^type: Buff - Radius ranged (3 - 12m)^Effect: Allies gain speed (30 - 70%)^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 70 seconds
qstr_Mana_cost:_75^Casting_c|Mana cost: 75^Casting cost: 8^Type: Buff - Caster only^Effect: Caster gains 10 - 50% melee damage bonus (can last for multiple magic phases)^Magic Access Level: 4^Magic Competency Level: 7^Cool Down Time: 120 seconds
qstr_Mana_cost:_30^Casting_c|Mana cost: 30^Casting cost: 9^Type: Major Magic Missile^Effect: Very high damage ^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 60 seconds
qstr_Mana_cost:_20^Casting_co|Mana cost: 20^Casting cost: 7^Type: Major Magic Missile^Condition for effect: Leadership test^Effect: Very light to very heavy damage based on how much leadership test was lost by^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 45 seconds
qstr_Mana_cost:_85^Castin|Mana cost: 85^Casting cost: 8^Type: Aura AOE damage(2 - 20m from caster)^Condition for Effect: Targets all non undead, daemons and saurus including allies^Effect: light damage - medium damage^Magic Access Level: 4^Magic Competency Level: 6^Cool Down Time: 110 seconds
qstr_Mana_cost:_90^Casting_co|Mana cost: 90^Casting cost: 10^Type: Summon^Effect: Summon one medium/high to high level infantry^Magic Access Level: 3^Magic Competency Level: 8^Cool Down Time: 120 seconds
qstr_Mana_cost:_100^Casting_cost:|Mana cost: 100^Casting cost: 13^Type: Summon^Effect: Summon 1 - 3 mid to high level cavalry^Magic Access Level: 6^Magic Competency Level: 9^Cool Down Time: 180 seconds
qstr_Mana_cost:_60^Casting_cost:_1|Mana cost: 60^Casting cost: 10^Type: Instant - Radius Caster (2 - 20m)^Effect: Heal allied undead (10-100 points), at higher levels defeated undead allies have a chance of resurrection^Magic Access Level: 4^Magic Competency Level: 8^Cool Down Time: 60^Magic info button available in battle for this spell N key
qstr_Mana_cost:_60^Casting_cost:_7^Typ|Mana cost: 60^Casting cost: 7^Type: Buff - Radius caster (12 - 40m)^Effect: Allied undead guaranteed to do at least 5-10 damage per hit^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 120 seconds
qstr_Mana_cost:_70^Casting_co|Mana cost: 70^Casting cost: 8^Type: Summon - (5 - 15m)^Condition for Effect: Can only raise living, humanoid enemies. Increase magic control and power for increase in summon chance and summon power.^Effect: Raises enemies in skeleton form^Magic Access Level: 1^Magic Competency Level: 5^Cool Down Time: 90 seconds
qstr_Mana_cost:_75^Casting_co|Mana cost: 75^Casting cost: 8^Type: Buff - Caster only^Effect: Caster gains dodge at highest chance and melee attacks deal additional frost damage^Magic Access Level: 4^Magic Competency Level: 7^Cool Down Time: 120 seconds
qstr_Mana_cost:_60^Casting_cost:_7^Type|Mana cost: 60^Casting cost: 7^Type: Debuff - Radius Caster (2 - 12m)^Effect: Enemies lose the ability to move (can still fight)^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 90 seconds
qstr_Mana_cost:_80^Casting_cos|Mana cost: 80^Casting cost: 8^type: Explosive AOE damage (3 - 12m)^Condition for Effect: Does not affect undead or daemons^Effect: Low to medium damage^Magic Access Level: 4^Magic Competency Level: 6^Cool Down Time: 95 seconds
qstr_Mana_cost:_80^Casting_cost|Mana cost: 80^Casting cost: 8^type: Explosive AOE damage (5 - 10m)^Condition for Effect: Does not affect undead or daemons^^Effect: Chance affected enemies take damage every magic phase (chance gets higher every magic phase)^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 100 seconds
qstr_Mana_cost:_80^Casting_cost:|Mana cost: 80^Casting cost: 8^type: Explosive AOE damage (5 - 10m)^Effect: light to heavy damage^Magic Access Level: 3^Magic Competency Level: 6^Cool Down Time: 100 seconds
qstr_Mana_cost:_50^Casting_cost:_6^Type:|Mana cost: 50^Casting cost: 6^Type: Debuff - Radius Caster (25 - 40m)^Effect: Enemy troops cannot gain courage^Magic Access Level: 2^Magic Competency Level: 4^Cool Down Time: 90 seconds^Magic info button available in battle for this spell N key
qstr_Mana_cost:_60^Casting_cost:_8^|Mana cost: 60^Casting cost: 8^Type: Buff - Caster Only^Effect: Shield has 83% chance of absorbing any hand to hand attack^Magic Access Level: 4^Magic Competency Level: 6^Cool Down Time: 180 seconds
qstr_Mana_cost:_30^Casting_co|Mana cost: 30^Casting cost: 8^Type: Major Magic missile ^Effect: High to very high damage^Magic Access Level: 3^Magic Competency Level: 5^Cool Down Time: 60 seconds
qstr_Mana_cost:_20^Casting_cos|Mana cost: 20^Casting cost: 7^Type: Major Magic missile ^Condition for effect: Magic level battle(Can only affect enemy magic users)^Effect: Light to medium damage. Battle of wills victory means enemy cannot cast in next phase^Magic Access Level: 4^Magic Competency Level: 5^Cool Down Time: 45 seconds
qstr_Mana_cost:_90^Casting_cos|Mana cost: 90^Casting cost: 9^type: Explosive AOE damage (3 - 12m)^Effect: Medium to high damage^Magic Access Level: 4^Magic Competency Level: 7^Cool Down Time: 120 seconds
qstr_Mana_cost:_100^Casting_cost:_|Mana cost: 100^Casting cost: 13^type: Aura AOE damage (3 - 12m)^Effect: Overwhelming damage^Magic Access Level: 5^Magic Competency Level: 10^Cool Down Time: 180 seconds
